-1.145	3.995	0.278	-0.175	1.672	0.034	-0.048	0.010	0.116	-0.280	-2.793	1.041	0.661	-0.018	0.037	0.423	0.240	-0.160	1.043	-0.214	0.095	0.097	-0.163	0.141	-1.530	0.113	1.889	0.760	-0.165	0.354	20.643	0.017	0.396	341.104	15.093	0.424
-1.145	3.995	0.278	-0.175	1.672	0.034	-0.048	0.010	0.116	-0.280	-2.793	1.041	0.661	0.000	0.000	0.423	0.240	-0.160	1.043	-0.214	0.095	0.097	-0.163	0.141	-1.530	0.113	1.889	0.760	-0.165	0.354	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
-1.143	4.008	0.275	-0.157	1.663	0.047	-0.043	0.007	0.116	-0.280	-2.789	0.943	0.661	0.000	0.000	0.425	0.239	-0.159	1.039	-0.213	-0.126	0.100	-0.222	0.196	-1.519	0.137	1.890	0.768	-0.171	0.353	20.643	0.017	0.396	341.104	15.093	0.424
